Fighter Name,slpmSecondSplit,strAccSecondSplit,sapmSecondSplit,strDefSecondSplit,tdAvgSecondSplit,tdAccSecondSplit,tdDefSecondSplit,subAvgSecondSplit,X,Y
Eugene Jackson,2.19,33,3.44,32,1.91,71,16,2.3,3, 0
Evan Dunham,5.35,39,3.54,61,1.83,33,80,1.0,9, 12
Evan Tanner,3.05,59,2.64,56,2.55,43,25,1.3,5, 0
Evangelista Santos,3.94,36,6.01,49,0.78,100,50,0.4,0, 0
Fabiano Iha,1.73,47,2.49,42,2.88,40,50,2.9,6, 1
Fabio Maldonado,5.29,58,4.31,53,0.44,57,61,0.6,0, 4
Fabricio Camoes,1.29,33,1.85,61,2.34,32,20,1.5,9, 0
Fabricio Werdum,3.61,51,2.45,56,1.65,30,31,1.1,5, 0
Falaniko Vitale,1.88,49,3.68,47,0.72,33,86,0.0,6, 10
Fedor Emelianenko,3.18,51,1.0,63,2.0,63,82,1.9,0, 7
Felice Herrig,3.69,36,4.89,50,1.2,30,76,0.9,9, 10
Felicia Spencer,4.54,55,6.27,44,1.36,16,0,0.7,12, 0
Felipe Arantes,2.37,45,2.66,64,0.93,47,41,0.7,6, 3
Fernando Gonzalez,4.47,47,4.03,65,0.86,33,43,1.4,9, 8
Forrest Griffin,4.38,36,2.81,61,1.05,48,57,0.7,3, 4
Forrest Petz,2.27,29,2.2,57,1.3,100,66,0.0,0, 0
Francimar Barroso,2.77,52,3.07,59,2.22,24,83,0.0,6, 11
Francis Carmont,2.22,42,1.64,59,1.79,36,73,0.6,4, 10
Francis Ngannou,2.15,37,1.97,48,0.0,0,71,0.5,12, 6
Francisco Rivera,4.07,41,3.16,68,1.01,63,68,0.6,1, 3
Francisco Trinaldo,3.13,43,2.59,59,1.02,44,61,0.5,5, 7
Frank Camacho,6.68,46,7.14,52,1.18,45,72,0.0,12, 12
Frank Gomez,1.52,48,0.79,66,1.14,60,70,0.8,2, 9
Frank Mir,2.18,47,3.84,38,2.02,40,54,2.0,5, 2
Frank Shamrock,4.75,53,4.66,57,0.35,50,37,1.1,3, 0
Frank Trigg,2.79,46,1.9,56,2.35,47,75,0.8,3, 10
Frankie Edgar,3.6,40,2.48,68,2.34,31,65,0.3,7, 9
Frankie Perez,1.64,41,2.17,54,1.75,41,50,0.3,7, 3
Frankie Saenz,3.97,46,3.15,54,1.77,32,62,0.1,8, 8
Fredson Paixao,1.71,54,2.31,62,0.62,11,10,2.2,12, 0
Fredy Serrano,1.58,26,1.89,61,2.84,25,84,0.0,4, 12
Gabriel Benitez,4.32,41,2.93,71,0.21,100,56,1.5,0, 0
Gabriel Gonzaga,2.12,45,2.94,57,2.8,39,66,1.1,2, 10
Gadzhimurad Antigulov,2.32,51,5.92,21,8.7,41,0,3.5,5, 0
Gan McGee,2.2,29,2.31,59,0.65,25,83,0.0,6, 10
Garreth McLellan,3.56,54,2.94,45,1.15,22,34,0.9,12, 3
Gary Goodridge,1.84,56,2.14,48,0.4,100,53,0.8,0, 0
Gasan Umalatov,2.23,39,4.1,59,0.75,17,90,0.0,6, 12
Gavin Tucker,2.66,37,4.04,58,2.08,33,33,1.0,5, 1
Geane Herrera,1.51,31,5.07,52,0.83,37,38,0.6,10, 2
Gegard Mousasi,3.75,50,1.21,68,1.59,60,59,1.1,2, 2
Geoff Neal,6.04,49,3.57,65,0.85,50,92,0.4,9, 12
George Roop,3.43,34,2.47,60,1.05,57,59,0.1,3, 4
George Sotiropoulos,2.61,27,2.52,67,2.32,31,53,1.6,6, 4
George Sullivan,3.53,39,2.42,57,1.37,20,38,0.7,12, 3
Georges St-Pierre,3.78,53,1.4,72,4.16,74,83,1.1,0, 12
Gerald Harris,1.41,29,1.58,62,2.96,54,72,0.0,2, 12
Gerald Meerschaert,3.32,43,3.4,52,2.37,43,46,1.7,4, 1
Germaine de Randamie,2.72,47,2.15,64,0.0,0,71,0.2,12, 6
Gesias Cavalcante,1.98,35,3.11,51,1.25,36,66,1.1,6, 5
Gian Villante,4.26,42,5.34,55,0.53,23,83,0.0,12, 9
Gilbert Burns,3.13,44,3.02,56,2.39,38,44,0.7,4, 2
Gilbert Melendez,3.44,33,2.53,63,1.64,41,71,0.2,4, 5
Gilbert Yvel,1.05,47,1.78,50,0.0,0,25,1.0,12, 0
Gillian Robertson,2.18,50,2.75,54,3.44,47,0,1.3,7, 0
Gina Carano,4.5,47,2.66,64,1.24,66,85,1.6,0, 4
Gina Mazany,2.72,49,2.84,50,3.18,77,20,0.0,2, 0
Gleison Tibau,1.95,31,2.51,63,4.08,53,92,0.8,2, 12
Glover Teixeira,3.41,44,3.84,54,2.0,38,60,1.0,8, 8
Godofredo Pepey,2.32,38,3.23,47,0.37,7,35,1.5,12, 1
Goran Reljic,1.69,37,2.69,59,1.69,50,33,1.1,8, 1
Gray Maynard,1.92,32,2.64,66,2.91,47,81,0.7,3, 12
Greg Hardy,4.77,49,3.21,56,0.0,0,83,0.0,12, 8
Gregor Gillespie,3.58,49,2.14,60,7.02,47,0,0.9,5, 0
Guido Cannetti,2.85,51,2.17,50,2.64,50,75,0.3,1, 8
Gunnar Nelson,1.71,57,3.33,49,1.72,55,66,0.9,0, 8
Guy Mezger,2.3,32,1.36,72,0.39,50,88,0.0,5, 10
Hacran Dias,2.08,41,3.31,55,2.5,39,76,0.5,4, 12
Hakeem Dawodu,5.28,46,2.31,64,0.0,0,85,0.0,12, 8
Hannah Cifers,4.82,45,5.55,53,0.32,100,64,0.3,0, 1
Hatsu Hioki,2.42,42,2.12,65,2.55,56,54,0.6,3, 3
Hayato Sakurai,2.45,49,1.94,59,1.87,69,56,0.3,1, 0
Heath Herring,2.37,50,1.77,54,1.22,50,32,0.7,3, 0
Hector Lombard,3.02,46,3.35,53,1.69,48,77,0.5,1, 6
Hector Sandoval,3.31,52,2.33,65,3.49,25,71,1.4,4, 11
Henrique da Silva,3.89,60,5.28,40,0.25,14,22,0.2,12, 4
Henry Briones,3.47,42,4.68,53,0.0,0,52,0.6,12, 7
Henry Cejudo,3.82,44,2.73,65,2.16,35,90,0.2,7, 12
Henry Miller,1.25,36,2.16,54,0.55,25,60,0.0,8, 4
Hermes Franca,1.78,39,2.85,55,1.53,36,37,2.4,9, 1
Hidehiko Yoshida,1.05,36,1.89,62,1.09,33,71,2.2,6, 5
Hideo Tokoro,1.78,37,2.01,65,0.87,34,44,2.3,8, 3
Hiromitsu Kanehara,0.76,22,4.39,40,0.0,0,40,0.4,12, 2
Hiromitsu Miura,2.12,34,2.12,58,2.23,50,69,0.6,4, 5
Hirotaka Yokoi,1.52,33,3.42,38,1.87,41,66,0.4,5, 4
Hiroyuki Takaya,3.18,33,3.16,60,0.9,45,66,0.0,4, 5
Hitomi Akano,0.59,45,2.58,55,0.0,0,8,0.5,12, 0
Holly Holm,2.75,35,2.8,57,0.5,27,76,0.1,7, 9
Hong Man Choi,1.32,26,1.46,36,0.71,100,84,0.0,0, 0
Houston Alexander,3.06,54,3.2,52,1.19,57,33,0.0,3, 0
Hugo Viana,3.05,38,3.2,57,0.22,6,50,0.0,12, 5
Humberto Bandenay,2.22,41,4.79,41,2.9,46,62,0.5,4, 2
Hyun Gyu Lim,4.45,41,5.07,51,0.23,100,73,0.2,0, 1
Ian Freeman,2.54,48,3.11,44,1.44,40,80,0.7,4, 9
Ian Heinisch,3.38,50,2.86,59,1.18,19,62,0.5,9, 7
Ian McCall,3.59,39,3.25,67,2.08,30,88,0.0,7, 12
Igor Araujo,1.52,42,2.86,49,0.86,15,22,0.6,12, 0
Igor Pokrajac,2.25,45,4.26,40,0.87,29,51,0.2,11, 5
Igor Vovchanchyn,1.59,49,0.97,63,1.19,66,50,0.5,1, 0
Ikuhisa Minowa,0.88,40,1.66,49,1.82,41,5,1.9,9, 0
Ildemar Alcantara,1.93,38,2.63,50,2.0,68,81,0.9,2, 5
Ilir Latifi,2.01,40,2.84,56,2.02,32,100,0.4,5, 12
Ion Cutelaba,5.29,39,3.26,48,2.59,71,80,0.0,0, 4
Irene Aldana,6.16,38,5.92,63,0.28,50,93,0.1,10, 12
Isaac Vallie-Flagg,5.56,47,5.6,45,0.2,12,58,0.0,12, 11
Islam Makhachev,2.1,56,0.76,72,3.4,68,93,0.8,2, 11
Ismail Naurdiev,3.17,52,1.3,68,1.25,71,70,0.2,0, 1
Israel Adesanya,3.96,48,2.4,65,0.0,0,86,0.3,12, 7
Iuri Alcantara,2.72,45,2.79,49,1.44,62,60,0.8,2, 2
Ivan Jorge,3.41,49,2.91,59,1.56,16,75,0.6,8, 9
Ivan Menjivar,2.78,37,2.76,65,0.56,28,38,1.0,10, 3
Ivan Salaverry,3.01,47,1.19,76,0.49,18,36,2.5,12, 0
Jacare Souza,2.54,46,2.81,62,2.46,38,60,1.4,6, 4
Jack Hermansson,5.13,48,2.56,56,2.23,36,77,0.7,9, 12
Jack Marshman,2.64,28,3.54,57,0.0,0,20,0.0,12, 0
Jacob Volkmann,1.19,34,1.78,52,3.19,48,52,2.0,6, 3
Jairzinho Rozenstruik,3.72,46,3.05,32,0.0,0,75,0.0,12, 7
Jake Collier,4.15,39,3.69,52,0.72,23,67,0.5,10, 8
Jake Ellenberger,2.47,39,2.83,60,2.04,47,86,0.4,5, 12
Jake Matthews,2.98,46,2.16,62,2.2,41,68,0.7,4, 9
Jake O'Brien,1.31,31,1.92,69,6.39,54,25,0.2,7, 0
Jake Rosholt,2.68,53,2.33,49,6.51,68,0,1.8,5, 0
Jake Shields,2.45,36,1.8,56,2.83,29,35,1.2,9, 1
Jalin Turner,5.95,48,3.91,49,0.46,50,76,1.8,10, 12
James Head,2.75,48,3.11,49,0.41,100,66,0.8,0, 0
James Irvin,2.03,48,3.86,35,0.0,0,36,0.5,12, 3
James Krause,4.65,48,4.09,60,1.05,18,50,1.0,10, 9
James Moontasri,2.39,48,3.86,40,0.0,0,79,0.2,12, 7
James Te Huna,4.04,51,2.99,62,2.75,37,58,0.2,8, 8
James Terry,3.23,32,4.77,64,3.31,36,75,0.0,6, 12
James Thompson,5.13,52,3.19,41,3.14,36,53,1.3,4, 1
James Vick,4.13,39,3.31,60,0.26,33,57,0.7,9, 9
James Wilks,1.82,45,2.03,50,1.27,22,66,3.8,7, 4
Jamie Varner,2.92,34,2.55,58,3.49,53,66,0.8,1, 12
Jan Blachowicz,3.45,48,2.77,54,1.16,52,65,0.3,1, 6
Jared Cannonier,3.72,51,2.82,66,0.18,33,51,0.0,8, 7
Jared Gordon,6.26,54,3.9,58,2.98,39,57,0.0,10, 12
Jared Hamman,5.15,42,3.93,55,1.57,46,30,0.0,3, 0
Jared Rosholt,2.08,46,1.52,59,1.83,41,66,0.1,3, 9
Jarred Brooks,2.12,46,1.66,62,4.54,57,69,0.6,0, 12
Jason Black,1.06,47,2.6,45,0.48,33,28,6.2,10, 0
Jason Brilz,2.66,40,1.78,65,2.37,25,25,1.3,9, 0
Jason Day,3.61,54,3.46,47,1.13,100,0,0.0,1, 0
Jason Dent,2.01,39,3.7,62,0.0,0,26,1.4,12, 0
Jason Gonzalez,3.06,39,3.13,58,0.0,0,30,1.0,12, 1
Jason High,1.28,42,1.56,48,2.36,63,37,2.8,7, 0
Jason Knight,2.95,33,3.02,51,1.31,31,47,1.7,7, 4
Jason Lambert,3.21,58,1.84,50,1.35,36,28,2.4,6, 0
Jason MacDonald,1.55,52,2.7,46,1.43,16,35,2.0,11, 1
Jason Miller,1.83,43,2.3,49,1.31,28,43,1.3,9, 3
Jason Saggo,2.5,39,2.94,52,2.33,40,23,0.0,7, 0
Jason Von Flue,1.89,36,3.23,52,0.62,16,58,1.5,11, 5
Jason Young,2.97,37,3.2,50,1.98,66,55,0.0,2, 2
Javier Vazquez,2.43,36,1.99,72,2.56,52,57,1.5,4, 4
Jay Hieron,1.66,32,1.89,61,4.05,60,66,1.0,1, 12
Jeff Curran,1.54,31,2.48,60,0.35,12,35,1.2,11, 1
Jeff Hougland,1.86,48,3.46,47,0.86,18,0,1.1,12, 0
Jeff Monson,0.97,30,2.87,59,1.06,12,66,0.7,8, 5
Jenel Lausa,1.44,42,3.53,53,0.55,66,51,0.8,1, 0
Jennifer Maia,4.05,38,3.78,53,0.25,50,75,0.0,1, 4
Jens Pulver,2.12,37,3.13,56,0.22,33,63,0.3,6, 6
Jeremy Horn,1.19,39,1.99,55,1.83,38,29,1.1,9, 0
Jeremy Kennedy,2.22,46,2.58,47,5.73,52,66,0.0,0, 12
Jeremy Kimball,2.81,46,3.84,49,1.41,20,50,0.0,11, 5
Jeremy Stephens,3.09,40,2.98,58,1.18,38,65,0.4,6, 7
Jerrod Sanders,0.88,64,1.14,46,2.2,33,50,1.6,7, 2
Jess Liaudin,2.46,51,2.76,41,3.28,53,30,1.6,5, 0
Jessamyn Duke,4.83,53,4.43,57,1.27,36,50,1.9,10, 11
Jesse Forbes,2.11,24,4.06,53,1.79,75,66,1.2,1, 1
Jesse Lennox,2.69,32,3.2,64,1.22,66,63,0.3,2, 3
Jesse Taylor,1.94,65,0.55,38,7.28,50,100,3.1,0, 12
Jessica Aguilar,4.93,50,7.19,53,0.94,25,50,0.2,12, 11
Jessica Andrade,6.55,51,5.28,51,3.21,58,76,0.5,10, 12
Jessica Eye,3.79,38,3.39,59,0.46,45,59,0.7,3, 5
Jessica Penne,2.46,33,4.73,48,1.58,25,20,0.6,12, 0
Jessica-Rose Clark,4.53,47,4.73,60,1.0,50,62,0.5,9, 12
Ji Yeon Kim,4.49,33,4.74,59,0.0,0,40,0.0,12, 9
Jim Alers,2.9,40,4.38,56,2.26,41,80,0.3,6, 12
Jim Miller,2.83,40,3.02,59,1.69,41,46,1.9,5, 2
Jimi Manuwa,3.43,54,3.97,49,0.53,18,70,0.4,11, 7
Jimmie Rivera,4.1,40,3.88,61,0.7,23,95,0.0,8, 12
Jimmy Crute,4.08,55,2.23,53,4.63,81,60,2.6,0, 12
Jimy Hettes,3.47,57,3.5,57,5.2,44,61,1.4,0, 12
Jingliang Li,4.51,42,3.69,59,1.32,39,59,0.0,9, 11
JJ Aldrich,3.88,40,4.68,62,0.31,25,53,0.0,10, 9
Joachim Christensen,3.78,41,3.29,46,0.0,0,0,0.0,12, 0
Joachim Hansen,2.01,43,2.04,58,2.21,58,34,1.9,3, 0
Joanna Jedrzejczyk,6.3,48,3.08,64,0.28,62,81,0.1,0, 4
Joanne Calderwood,6.19,47,4.31,53,1.85,56,55,0.5,10, 12
Joaquim Silva,3.92,37,4.43,56,0.24,50,64,0.7,1, 4
Joby Sanchez,3.22,36,2.82,63,0.95,71,51,0.4,1, 1
Jodie Esquibel,4.1,31,7.37,52,0.75,21,83,0.0,12, 9
Joe Doerksen,1.43,42,2.79,50,2.02,33,33,2.3,9, 0
Joe Duffy,2.56,33,3.63,54,0.75,60,64,0.8,3, 4
Joe Lauzon,2.84,39,5.39,54,2.39,45,54,2.0,4, 2
Joe Proctor,3.39,36,3.93,59,0.0,0,70,1.8,12, 7
Joe Riggs,2.41,51,1.69,57,2.45,55,62,0.6,0, 8
Joe Soto,3.36,41,5.37,67,0.85,21,70,1.9,11, 8
Joe Stevenson,2.05,44,2.44,60,2.75,44,39,2.2,6, 1
Joey Beltran,4.92,36,5.27,54,0.48,18,75,0.0,12, 10
Joey Villasenor,2.05,38,3.26,52,0.71,40,53,1.1,6, 4
John Albert,3.05,49,2.82,35,0.0,0,50,6.1,12, 0
John Alessio,2.1,39,2.91,54,1.85,38,70,1.2,4, 10
John Cholish,2.65,49,2.29,73,1.82,31,78,0.4,5, 10
John Dodson,3.3,41,3.59,61,0.76,28,80,0.0,7, 11
John Hathaway,3.4,40,1.8,62,2.61,43,60,0.9,4, 4
John Howard,2.15,50,3.08,51,2.7,49,53,0.4,0, 8
John Lineker,5.36,40,4.27,56,0.56,58,67,0.6,0, 4
John Maguire,1.41,41,2.44,65,2.8,46,77,1.1,3, 12
John Makdessi,5.36,51,3.76,70,0.0,0,88,0.0,12, 11
John Moraga,2.57,43,2.55,56,0.62,23,44,1.1,10, 4
John Phillips,2.64,34,5.01,53,0.0,0,14,0.0,12, 0
John Salter,1.68,32,1.68,68,2.85,46,66,0.5,2, 12
Johnny Bedford,4.53,50,1.75,63,1.83,62,62,0.0,1, 2
Johnny Case,3.95,38,2.66,61,1.7,45,72,0.0,2, 5
Johnny Eduardo,2.89,38,3.34,63,0.0,0,62,0.5,12, 6
Johnny Walker,4.01,70,3.58,30,0.43,100,69,1.3,0, 0
Johny Hendricks,3.49,45,3.99,53,3.83,46,63,0.3,0, 12
Jon Delos Reyes,2.99,38,4.14,51,3.2,83,55,1.9,1, 0
Jon Fitch,2.61,50,1.65,54,3.6,51,56,0.8,0, 10
Jon Jones,4.3,57,2.22,64,1.85,44,95,0.4,7, 12
Jon Madsen,2.46,41,1.18,81,1.32,71,70,0.0,0, 1
Jon Tuck,3.0,40,3.74,60,0.42,33,50,1.0,9, 6
Jonathan Brookins,2.69,39,3.63,56,1.94,17,80,0.3,6, 12
Jonathan Goulet,1.61,41,2.01,46,4.17,70,45,0.6,0, 11
Jonathan Martinez,3.67,47,3.45,59,0.51,28,33,0.0,12, 3
Jonathan Wilson,2.92,48,5.65,56,0.37,100,80,0.0,0, 1
Jordan Johnson,3.45,47,2.64,53,3.25,42,100,1.2,5, 12
Jordan Mein,3.35,44,2.55,69,1.56,58,66,0.2,2, 4
Jordan Rinaldi,1.56,35,2.32,59,1.45,35,20,1.2,9, 0
Jorge Gurgel,3.37,32,3.62,62,0.81,23,60,0.5,9, 8
Jorge Masvidal,4.33,47,2.94,66,1.7,59,78,0.4,0, 5
Jorge Rivera,3.16,48,2.64,54,0.84,50,63,0.1,2, 6
Jorge Santiago,1.69,35,2.62,56,0.58,30,52,0.8,8, 4
Jose Aldo,3.47,44,3.18,65,0.64,65,91,0.1,0, 4
Jose Quinonez,3.41,46,2.58,66,2.58,45,50,0.7,3, 2
Joseph Benavidez,3.53,34,2.55,63,1.5,30,65,0.6,7, 8
Josh Barnett,3.2,50,2.11,57,1.26,55,55,1.4,2, 1
Josh Emmett,3.63,36,3.26,67,1.5,45,50,0.2,3, 3
Josh Grispi,1.44,41,3.71,50,1.97,36,16,2.2,9, 0
Josh Koscheck,1.79,36,2.27,63,2.46,48,64,0.4,5, 5
Josh Neer,3.29,46,3.63,58,1.09,34,46,1.3,9, 6
Josh Samman,2.08,52,2.47,34,1.09,33,33,0.4,11, 3
Josh Thomson,2.59,47,2.12,64,1.92,39,54,1.3,7, 4
Joshua Burkman,2.69,43,3.13,51,2.53,36,72,0.3,5, 11
Joshua Sampo,1.99,36,2.96,55,1.06,33,40,2.1,10, 1
Juan Adams,7.09,55,4.06,34,0.91,66,57,0.0,0, 4
Julia Budd,2.42,74,1.18,47,3.6,57,83,0.0,0, 9
Julian Erosa,4.18,45,5.04,50,0.83,60,58,0.8,1, 3
Juliana Lima,1.94,44,2.11,55,1.72,31,70,0.0,4, 9
Julianna Pena,2.96,51,1.51,47,2.6,52,28,0.9,4, 0
Julie Kedzie,2.9,36,3.18,46,1.14,23,78,0.0,7, 10
Julio Arce,4.25,36,2.87,67,0.58,30,93,0.6,7, 12
Junior Albini,3.98,51,6.08,52,1.54,37,100,0.0,8, 12
Junior Assuncao,3.31,62,2.06,44,2.43,24,66,0.7,1, 8
Junior Dos Santos,4.66,48,3.13,58,0.33,55,81,0.1,0, 4
Jussier Formiga,1.35,39,2.23,64,1.87,35,87,0.6,4, 11
Justin Buchholz,2.35,26,4.14,51,0.0,0,33,0.8,12, 1
Justin Edwards,2.68,42,3.32,51,2.14,26,27,1.0,11, 1
Justin Eilers,2.86,43,5.66,49,0.82,25,50,0.0,12, 6
Justin Gaethje,8.57,55,9.67,54,0.0,0,80,0.0,12, 12
Justin Lawrence,3.84,35,2.83,67,0.72,28,73,0.0,8, 10
Justin Ledet,3.33,39,4.67,49,0.24,50,42,0.2,3, 1
Justin McCully,1.58,37,2.02,46,1.28,44,43,0.0,7, 3
Justin Salas,3.42,43,2.96,68,2.43,20,0,0.0,12, 0
Justin Scoggins,3.56,51,2.16,55,3.42,63,82,0.5,0, 7
Justin Wilcox,3.82,28,2.63,71,1.43,16,100,0.0,7, 12
Justin Willis,3.37,59,2.57,57,0.96,66,36,0.0,2, 0
Justine Kish,4.28,49,3.73,62,1.0,35,55,0.2,9, 9
Jutaro Nakao,0.53,38,1.06,44,0.38,50,56,0.0,6, 4
Kai Kara-France,5.27,38,3.79,67,0.6,25,90,0.0,9, 12
Kailin Curran,3.89,43,4.75,53,2.0,57,61,0.6,2, 3
Kajan Johnson,2.47,42,1.59,64,1.54,37,62,0.2,6, 6
Kalib Starnes,2.71,48,4.43,53,1.46,33,25,0.6,5, 0
Kamal Shalorus,3.06,32,2.99,70,2.07,50,80,0.0,6, 12
Kamaru Usman,4.6,52,2.17,60,3.44,50,100,0.2,6, 12
Karl Roberson,3.16,52,1.8,64,1.07,57,53,0.8,2, 1
Karlos Vemola,1.67,44,2.13,37,1.93,25,31,1.7,10, 1
Karo Parisyan,2.49,41,2.19,58,5.27,59,59,1.0,0, 12
Karolina Kowalkiewicz,5.27,39,5.65,56,0.1,12,75,0.1,12, 10
Katlyn Chookagian,4.11,32,4.49,63,0.0,0,50,0.1,12, 8
Katsuhiko Nagata,1.05,19,1.5,63,0.98,28,28,0.0,10, 1
Katsuhisa Fujii,4.0,50,4.43,64,2.14,25,50,2.1,9, 7
Katsunori Kikuno,2.64,40,2.47,61,1.88,75,76,0.8,0, 1
Katsuyori Shibata,2.06,35,2.4,53,0.49,50,53,0.7,5, 4
Kazuhiro Nakamura,1.56,37,1.83,59,1.73,36,42,0.6,8, 3
Kazuki Tokudome,2.26,41,3.63,53,2.0,38,78,0.0,5, 12
Kazuo Misaki,2.85,40,2.74,63,0.72,38,51,0.6,7, 6
Kazushi Sakuraba,1.26,41,2.03,51,1.26,31,48,1.7,8, 3
Kazuyuki Fujita,1.05,49,1.99,52,2.78,36,85,0.6,3, 11
Kazuyuki Miyata,2.04,52,1.82,63,4.31,46,68,0.0,0, 11
Keita Nakamura,2.23,36,3.2,58,1.65,48,63,0.3,4, 5
Keith Jardine,3.25,36,2.98,59,1.18,45,62,0.7,4, 5
Keith Wisniewski,2.32,52,4.86,42,1.57,40,78,0.3,1, 7
Kelvin Gastelum,3.75,43,3.01,59,0.8,35,62,0.1,8, 8
Ken Shamrock,1.47,46,4.3,39,0.94,60,44,2.5,3, 0
Ken Stone,3.85,49,2.9,48,1.24,33,60,0.6,8, 8
Kenan Song,4.3,45,4.2,56,0.0,0,45,0.0,12, 6
Kendall Grove,2.31,41,2.4,54,0.49,45,56,1.7,6, 5
Kenji Osawa,2.34,35,2.14,63,0.91,58,68,0.7,4, 5
Kenny Florian,2.41,40,1.85,63,2.22,33,60,1.3,6, 4
Kenny Robertson,3.72,47,3.02,52,1.37,26,57,0.8,9, 7
Ketlen Vieira,2.74,35,3.82,57,2.03,57,92,0.8,6, 12
Kevin Aguilar,3.73,36,4.44,52,0.24,50,86,0.0,8, 12
Kevin Burns,2.74,38,4.3,52,0.28,50,47,0.8,3, 2
Kevin Casey,2.27,53,3.76,46,0.79,22,27,0.4,12, 2
Kevin Ferguson,2.3,50,3.41,38,3.1,72,36,1.2,3, 0
Kevin Holland,4.16,54,2.58,55,1.27,43,48,1.1,3, 1
Kevin Lee,3.9,42,3.23,51,3.21,43,75,0.8,6, 12
Kevin Randleman,1.26,54,1.12,57,2.0,56,30,0.8,7, 0
Kevin Souza,4.65,44,2.91,58,0.0,0,50,0.0,12, 6
Khabib Nurmagomedov,4.11,49,1.65,67,5.35,47,84,0.7,0, 12
Khalil Rountree Jr.,3.01,40,2.85,47,0.0,0,46,0.2,12, 4
Kiichi Kunimoto,1.87,44,3.92,41,1.59,20,28,0.3,12, 2
Kimo Leopoldo,0.76,83,2.12,30,4.55,100,0,2.3,5, 0
Kiyoshi Tamura,2.44,53,1.44,60,0.58,60,45,0.2,2, 0
KJ Noons,3.68,35,3.78,65,0.08,20,68,0.0,10, 8
Krzysztof Jotko,2.84,44,1.81,58,1.39,40,85,0.1,5, 10
Krzysztof Soszynski,3.37,39,3.13,58,0.52,25,71,1.0,8, 9
Kuniyoshi Hironaka,1.98,40,3.01,54,1.91,30,25,0.6,10, 1
Kurt Holobaugh,4.51,42,4.28,46,0.97,36,45,0.7,9, 8
Kurt Pellegrino,2.45,43,1.94,63,2.9,54,69,0.8,2, 12
Kyle Bochniak,2.63,31,5.11,58,1.14,15,62,0.0,12, 7
Kyle Bradley,1.99,40,3.45,58,0.65,50,40,0.0,3, 1
Kyle Kingsbury,2.97,40,3.81,51,2.64,41,52,0.0,4, 2
Kyle Noke,3.23,50,2.09,64,1.53,54,66,0.8,1, 7
Kyoji Horiguchi,3.6,45,2.45,62,2.0,44,55,0.0,3, 3
Kyung Ho Kang,2.52,44,2.43,58,2.53,59,71,1.1,0, 8
Lance Benoist,3.68,51,2.7,56,1.5,33,61,0.0,8, 8
Lando Vannata,4.72,44,4.73,56,1.15,36,64,0.4,10, 11
Lauren Mueller,4.08,41,3.77,58,0.7,50,71,0.0,1, 5
Lauren Murphy,3.76,38,4.02,61,1.03,32,66,0.0,9, 10
Lavar Johnson,5.39,55,2.54,55,0.61,66,54,0.6,0, 2
LC Davis,2.04,30,2.1,59,2.27,46,66,0.2,5, 5
Leandro Issa,2.08,37,3.17,58,2.38,22,50,1.2,8, 4
Leandro Silva,2.39,48,2.08,63,1.76,37,65,0.4,4, 8
Leon Edwards,2.53,47,2.05,55,1.39,31,70,0.4,5, 9
Leonard Garcia,2.77,24,4.79,52,0.3,26,42,0.5,12, 3
Leonardo Mafra,4.55,48,4.38,43,2.12,83,69,0.4,0, 2
Leonardo Santos,2.4,41,2.58,61,1.1,25,86,0.4,6, 11
Leslie Smith,7.56,40,8.41,51,0.0,0,62,0.0,12, 11
Lina Lansberg,2.76,57,3.7,44,0.71,33,50,0.1,11, 5
Lipeng Zhang,1.28,48,1.88,53,1.75,30,69,0.8,3, 9
Liu Pingyuan,2.36,33,2.99,54,0.25,20,56,1.0,12, 4
Liz Carmouche,2.78,54,2.51,61,2.57,51,65,0.3,0, 8
Logan Clark,2.2,54,1.49,53,0.31,100,30,2.1,0, 0
Lorenz Larkin,3.53,46,2.74,63,0.27,42,79,0.1,7, 10
Louis Gaudinot,2.34,37,6.42,48,0.57,40,31,1.1,4, 0
Louis Smolka,4.22,46,3.47,53,1.65,34,30,2.1,4, 0
Luan Chagas,4.16,47,3.19,62,0.32,12,85,0.3,11, 8
Lucas Martins,2.87,35,4.14,60,0.0,0,76,0.5,12, 7
Lucie Pudilova,4.15,36,4.09,52,0.16,12,61,0.6,12, 8
Luigi Fioravanti,2.23,42,2.21,69,3.76,63,67,0.9,0, 12
Luis Henrique,1.81,43,2.22,47,3.09,36,50,1.0,6, 2
Luis Pena,3.32,46,2.47,51,1.0,29,45,1.0,9, 5
Luiz Azeredo,2.16,39,2.76,57,1.07,50,45,0.3,5, 3
Luiz Cane,4.79,41,5.0,60,0.56,28,100,0.3,8, 12
Luiz Firmino,1.23,50,1.22,51,3.86,45,20,0.9,7, 0
Luke Barnatt,4.43,36,3.87,59,0.63,42,63,0.4,9, 11
Luke Cummo,1.74,43,1.5,59,0.89,55,42,1.4,6, 3
Luke Jumeau,2.93,43,3.17,58,0.25,100,86,0.0,0, 1
Luke Rockhold,4.18,48,2.43,56,0.67,30,68,1.1,8, 9
Luke Sanders,6.0,51,4.05,54,0.37,25,70,0.4,11, 12
Luke Stewart,3.75,56,2.34,53,3.75,33,50,1.9,0, 9
Lumumba Sayers,2.54,41,2.37,48,7.63,75,0,2.5,5, 0
Lyle Beerbohm,1.98,55,1.61,54,2.1,23,64,0.3,3, 9
