Fighter Name,slpmSecondSplit,strAccSecondSplit,sapmSecondSplit,strDefSecondSplit,tdAvgSecondSplit,tdAccSecondSplit,tdDefSecondSplit,subAvgSecondSplit,X,Y
Lyman Good,5.32,49,3.46,67,0.38,100,75,0.0,15, 15
Lyoto Machida,2.59,53,1.57,61,1.21,65,75,0.4,14, 13
Mac Danzig,3.39,48,3.44,57,1.2,37,46,0.6,10, 5
Mackens Semerzier,2.91,45,3.48,46,2.14,50,50,2.1,1, 7
Mackenzie Dern,3.24,32,4.07,64,0.46,8,0,0.9,6, 0
Macy Chiasson,4.4,53,2.22,44,0.97,16,70,0.7,12, 3
Magnus Cedenblad,2.38,51,3.02,40,2.87,64,66,1.0,1, 12
Magomed Ankalaev,3.46,56,1.24,67,0.68,33,85,0.0,11, 11
Magomed Mustafaev,2.59,58,2.68,41,3.31,50,23,0.4,0, 2
Mairbek Taisumov,2.98,39,3.03,64,1.34,63,88,0.0,14, 12
Makoto Takimoto,1.37,39,1.71,55,1.48,50,25,1.1,2, 2
Makwan Amirkhani,1.6,47,2.77,50,3.39,34,57,1.5,2, 11
Manny Bermudez,2.92,61,2.68,46,3.06,54,0,3.1,0, 0
Manny Tapia,2.69,21,4.74,58,0.49,40,66,0.2,8, 8
Manvel Gamburyan,2.13,41,2.83,55,3.26,34,69,0.7,3, 12
Mara Romero Borella,2.61,36,2.6,71,1.51,42,66,0.2,8, 10
Marc Diakiese,2.86,37,2.41,58,2.5,40,64,0.0,7, 10
Marc-Andre Barriault,3.53,43,4.2,58,0.33,16,68,0.0,12, 2
Marcelo Golm,4.27,58,4.3,45,0.45,50,87,0.5,15, 11
Marcelo Guimaraes,4.67,51,4.41,62,1.99,13,0,0.0,7, 0
Marcin Held,1.41,34,2.02,47,2.46,46,37,1.3,3, 3
Marcin Tybura,3.52,50,3.02,54,1.54,50,82,0.1,13, 11
Marcio Cruz,2.92,46,1.51,68,0.53,7,37,1.6,8, 0
Marco Beltran,2.07,37,1.93,63,0.7,50,46,0.2,6, 7
Marcos Rogerio de Lima,3.78,54,2.63,54,0.76,60,36,0.8,0, 6
Marcus Aurelio,1.42,33,2.27,59,1.69,27,27,1.3,4, 2
Marcus Brimage,3.97,35,3.64,56,0.56,100,80,0.0,15, 15
Marcus Davis,2.72,39,2.79,65,1.6,48,47,1.4,6, 7
Marcus Hicks,1.42,43,3.06,61,2.7,53,25,4.0,1, 3
Marina Rodriguez,5.6,50,3.57,53,0.48,33,70,0.2,15, 6
Mario Miranda,1.96,54,2.46,36,1.02,60,54,0.0,2, 9
Mario Sperry,2.81,52,1.53,47,2.09,42,71,1.4,3, 10
Marion Reneau,3.46,41,2.93,65,0.35,100,51,1.1,15, 15
Marius Zaromskis,5.02,34,5.93,50,0.73,42,73,0.0,15, 5
Mark Bocek,2.34,43,2.32,60,3.65,36,31,1.3,2, 1
Mark Coleman,1.88,52,2.62,40,3.89,40,50,0.8,0, 12
Mark De La Rosa,3.28,36,4.26,53,0.66,15,42,0.2,10, 1
Mark Eddiva,3.37,45,2.98,54,1.45,22,63,0.0,10, 7
Mark Godbeer,3.97,53,3.3,54,0.0,0,28,0.0,10, 0
Mark Hominick,4.08,42,4.18,69,0.25,66,71,0.9,14, 13
Mark Hunt,2.81,43,2.9,51,0.51,55,64,0.2,11, 13
Mark Munoz,3.12,51,2.26,57,3.17,29,57,0.6,1, 11
Mark Weir,1.54,56,2.5,38,0.8,50,25,2.4,0, 4
Markus Perez,2.75,48,3.96,52,1.08,26,80,1.1,11, 10
Marloes Coenen,2.15,51,1.9,67,0.82,30,41,2.5,4, 4
Marlon Moraes,3.53,39,3.69,58,0.46,25,66,0.5,12, 3
Marlon Vera,3.43,47,3.82,53,0.76,38,68,1.4,11, 7
Martin Bravo,7.66,39,5.72,51,2.6,35,85,0.0,15, 6
Martin Kampmann,3.22,42,3.28,62,1.86,41,78,2.0,12, 10
Marvin Eastman,2.21,35,3.92,42,1.38,33,81,0.0,10, 10
Marvin Vettori,4.05,41,2.85,66,1.43,45,80,0.6,13, 10
Maryna Moroz,4.09,31,4.15,53,0.56,18,47,0.4,11, 2
Masaaki Satake,1.4,35,3.76,41,0.0,0,58,0.0,10, 0
Masakazu Imanari,0.55,30,1.74,57,0.0,0,0,2.1,5, 0
Masanori Kanehara,1.88,49,1.63,62,1.44,50,63,0.9,4, 9
Matheus Nicolau,3.83,51,2.43,70,1.9,66,100,1.6,15, 12
Matt Brown,3.75,54,2.58,56,1.64,47,63,1.6,1, 10
Matt Dwyer,2.57,34,3.24,54,0.44,10,60,0.0,10, 1
Matt Frevola,3.19,39,3.47,60,3.3,40,75,1.4,5, 14
Matt Grice,4.09,53,2.69,56,2.19,37,82,0.5,13, 9
Matt Hamill,3.69,42,3.8,61,3.0,34,91,0.0,12, 10
Matt Hughes,2.14,53,1.36,53,2.95,50,35,1.2,0, 3
Matt Lindland,2.62,50,1.56,52,3.01,48,60,1.3,1, 12
Matt Mitrione,3.55,50,2.79,64,0.0,0,55,0.7,11, 0
Matt Ricehouse,3.7,44,4.8,47,1.0,22,81,0.0,15, 3
Matt Schnell,3.73,35,4.07,60,0.64,33,53,1.6,11, 5
Matt Serra,1.98,39,2.64,46,2.05,20,38,0.9,6, 2
Matt Wiman,3.18,50,3.57,51,2.14,37,56,1.5,1, 9
Matthew Lopez,3.13,50,3.73,55,3.32,60,71,1.3,2, 13
Matthew Riddle,3.01,42,2.74,54,3.51,50,89,0.5,4, 15
Maurice Greene,4.19,44,3.43,54,0.0,0,33,0.5,10, 0
Mauricio Rua,3.63,50,2.68,55,2.17,48,47,0.8,0, 10
Max Griffin,3.87,49,3.93,55,1.9,55,66,0.5,13, 12
Max Holloway,6.66,44,4.45,62,0.24,83,85,0.4,15, 12
Maximo Blanco,4.11,44,3.19,66,1.85,36,63,0.3,12, 7
Maycee Barber,6.02,60,3.15,49,0.95,30,80,0.3,15, 6
Megan Anderson,1.82,46,2.94,38,0.56,33,53,0.6,8, 3
Melvin Guillard,2.96,40,1.85,66,1.3,63,61,0.2,10, 15
Melvin Manhoef,3.52,48,2.64,51,0.33,25,78,0.0,11, 10
Merab Dvalishvili,3.84,37,2.36,57,7.8,45,80,0.0,2, 15
Micah Miller,1.33,33,2.15,54,0.98,37,21,2.0,4, 1
Michael Bisping,4.33,38,2.71,65,1.05,43,63,0.3,12, 7
Michael Chiesa,2.07,39,1.95,52,3.84,51,68,1.1,4, 15
Michael Johnson,4.22,37,3.92,58,0.52,45,78,0.1,13, 10
Michael Kuiper,3.28,54,3.62,54,2.3,55,79,0.0,15, 12
Michael McDonald,2.69,42,2.76,57,1.09,66,52,1.4,11, 15
Michal Oleksiejczuk,4.83,56,2.91,69,1.05,66,35,0.0,12, 15
Michel Prazeres,2.44,47,2.49,58,4.11,36,50,0.6,0, 12
Michelle Waterson,3.35,53,3.88,48,1.88,50,57,1.2,1, 9
Michihiro Omigawa,2.01,39,3.06,64,1.19,36,49,1.5,6, 6
Michinori Tanaka,1.97,37,1.99,50,2.4,38,43,0.2,4, 6
Mickey Gall,2.22,43,3.22,43,1.5,38,44,2.7,2, 6
Miesha Tate,1.93,41,2.71,50,2.06,31,52,1.6,5, 6
Miguel Torres,3.98,43,1.86,74,0.0,0,17,1.6,7, 0
Mike Brown,2.98,44,2.45,60,3.23,40,66,0.6,2, 12
Mike Budnik,0.65,52,0.95,53,0.0,0,0,3.4,5, 0
Mike de la Torre,3.21,39,4.75,51,0.36,16,83,0.0,15, 2
Mike Easton,3.51,37,4.28,61,0.75,22,66,0.0,12, 3
Mike Guymon,2.75,65,0.79,66,1.87,37,54,1.2,0, 11
Mike Kyle,4.5,51,2.76,54,1.55,62,50,0.9,11, 15
Mike Massenzio,2.08,45,3.59,54,2.74,24,50,1.4,6, 5
Mike Perry,4.27,47,4.5,57,0.61,41,70,0.0,14, 7
Mike Pierce,2.62,42,2.36,62,3.08,42,71,0.2,6, 13
Mike Pyle,2.74,45,2.84,60,1.8,35,70,1.5,10, 9
Mike Rio,1.68,39,2.99,53,2.58,27,0,1.0,3, 0
Mike Rodriguez,4.3,52,3.42,45,0.0,0,38,0.0,10, 0
Mike Russow,1.55,47,2.9,59,4.66,43,0,0.7,0, 0
Mike Swick,2.36,37,2.29,54,1.06,50,61,0.6,9, 13
Mike van Arsdale,1.52,41,1.91,41,1.06,14,37,0.0,7, 2
Mike Whitehead,1.62,33,2.36,59,3.59,43,77,0.3,5, 14
Mike Wilkinson,2.35,38,3.7,35,0.92,14,55,0.9,9, 2
Milton Vieira,1.13,35,2.36,48,2.67,53,12,0.7,1, 0
Minotauro Nogueira,1.95,42,2.4,55,1.3,29,36,2.4,4, 3
Mirko Cro Cop,2.11,50,1.89,63,0.19,40,78,0.3,10, 11
Mirsad Bektic,2.59,41,1.89,58,3.32,47,92,0.5,4, 14
Misha Cirkunov,4.18,52,2.89,62,4.42,57,71,2.4,0, 15
Mitch Clarke,2.35,34,3.27,47,0.64,15,50,0.4,9, 2
Mitch Gagnon,2.76,46,2.21,61,1.16,25,65,1.9,8, 7
Mitsuhiro Ishida,1.46,41,1.13,61,4.76,53,33,0.7,0, 0
Mizuto Hirota,3.36,40,3.5,54,1.36,50,58,0.1,10, 14
Molly McCann,6.49,49,4.95,68,2.59,33,40,0.9,13, 6
Montana De La Rosa,2.3,33,2.8,49,2.22,33,50,1.9,5, 6
Montel Jackson,4.16,55,1.51,58,4.84,79,70,0.2,0, 15
Mu Bae Choi,1.55,49,3.65,44,3.12,75,60,1.0,6, 15
Muhammed Lawal,3.79,52,1.61,66,5.96,75,87,0.0,2, 15
Murilo Bustamante,1.33,32,1.9,60,2.46,33,54,1.2,5, 7
Murilo Rua,2.48,45,1.85,53,1.97,45,37,1.2,2, 5
Muslim Salikhov,2.92,46,1.97,68,1.22,42,72,0.0,10, 12
Myles Jury,2.94,42,2.16,66,2.16,55,50,0.3,9, 15
Nah-Shon Burrell,4.83,47,3.45,56,0.0,0,52,0.3,11, 0
Nam Phan,4.52,37,6.55,59,0.18,18,60,0.2,15, 0
Naoya Ogawa,2.41,42,1.66,47,1.25,100,66,1.2,15, 15
Naoyuki Kotani,1.02,31,2.89,50,0.83,16,46,0.8,7, 2
Nasrat Haqparast,5.25,47,3.38,74,0.29,25,78,0.0,15, 6
Nate Diaz,4.62,45,3.78,53,1.19,30,42,1.4,11, 5
Nate Marquardt,2.71,49,2.32,55,1.87,51,70,0.8,3, 11
Nate Mohr,3.79,41,2.5,74,0.45,50,71,0.0,11, 13
Nate Moore,2.21,25,2.87,42,1.23,16,25,0.0,7, 1
Nate Quarry,4.96,44,2.8,66,0.25,33,60,0.0,12, 6
Nathan Coy,3.88,52,2.4,61,3.17,47,50,0.0,0, 12
Nathaniel Wood,4.3,43,3.16,55,1.9,71,80,1.5,15, 13
Neil Magny,3.93,46,2.15,57,2.7,47,59,0.3,1, 12
Neil Seery,3.56,41,3.79,58,0.78,27,53,1.6,10, 4
Nick Catone,2.11,44,2.32,63,3.71,44,83,0.5,4, 14
Nick Diaz,5.43,42,3.56,61,1.32,33,60,1.0,13, 6
Nick Hein,2.65,35,3.61,59,0.86,33,83,0.0,10, 10
Nick Osipczak,2.83,50,3.77,50,1.2,45,71,1.0,12, 12
Nick Pace,1.48,34,3.14,57,2.52,43,54,0.5,6, 8
Nick Ring,3.52,42,3.48,62,1.36,36,52,0.3,10, 6
Nick Thompson,1.87,42,1.8,49,1.06,100,35,2.6,15, 15
Nico Musoke,3.56,35,3.8,57,1.16,19,82,0.2,15, 2
Nicolas Dalby,3.03,38,2.91,56,1.8,45,58,0.0,9, 14
Nik Lentz,3.46,48,3.14,49,3.41,33,45,1.2,0, 10
Nikita Krylov,4.54,59,2.45,41,1.4,38,52,1.6,0, 9
Niko Price,3.06,34,4.46,51,1.08,23,61,1.3,11, 3
Nina Ansaroff,4.81,47,3.55,54,0.29,40,77,0.6,15, 7
Ning Guangyou,2.66,41,1.91,61,1.09,50,62,0.3,9, 13
Noad Lahat,2.79,46,1.47,63,2.37,26,16,2.4,3, 0
Nordine Taleb,3.66,51,2.62,66,1.94,76,73,0.0,15, 13
Norifumi Yamamoto,2.09,45,2.01,57,0.41,22,45,0.0,8, 3
Norman Parke,3.06,35,2.88,64,1.98,26,77,0.0,9, 10
Olaf Alfonso,1.65,38,4.77,53,0.37,7,22,0.7,7, 0
Olivier Aubin-Mercier,2.48,51,2.97,55,2.36,33,70,0.5,2, 11
Oluwale Bamgbose,2.45,48,2.7,55,0.94,33,37,0.0,8, 3
Omari Akhmedov,2.99,34,2.77,58,2.4,50,62,0.2,8, 15
Oskar Piechota,3.19,55,3.04,54,0.76,50,41,1.9,0, 6
Ovince Saint Preux,2.59,46,2.86,44,1.34,40,65,0.6,3, 9
Pablo Garza,3.37,44,2.7,50,0.94,25,15,1.3,6, 0
Paddy Holohan,2.13,46,2.81,46,2.88,47,71,1.3,3, 12
Paige VanZant,3.4,52,2.63,43,1.31,33,35,1.0,0, 8
Pannie Kianzad,4.03,41,3.71,58,0.4,20,100,0.4,15, 3
Papy Abedi,2.8,55,3.15,48,3.47,57,50,1.3,0, 12
Pascal Krauss,5.45,47,3.88,59,1.53,50,60,0.9,14, 7
Pat Barry,2.72,52,3.54,59,0.0,0,76,0.2,12, 1
Pat Healy,2.57,36,2.57,50,3.08,37,55,1.1,5, 7
Pat Miletich,1.79,45,1.66,63,1.96,100,54,1.0,15, 15
Patrick Cote,2.81,48,3.21,48,0.68,20,43,0.2,9, 1
Patrick Cummins,4.26,50,3.35,55,4.49,41,28,0.1,0, 7
Patrick Williams,4.12,51,4.12,52,2.71,41,100,0.5,15, 10
Paul Bradley,2.26,32,4.13,56,1.12,16,100,0.0,15, 2
Paul Buentello,3.29,45,3.83,52,0.19,33,39,0.4,10, 3
Paul Craig,2.33,48,2.49,49,1.65,21,57,1.5,7, 5
Paul Daley,3.14,47,2.37,60,0.91,40,64,0.0,10, 12
Paul Felder,3.67,43,3.4,49,0.25,25,61,0.2,11, 3
Paul Kelly,3.22,37,2.61,59,1.34,60,30,1.5,0, 5
Paul Sass,0.53,26,1.9,51,0.53,16,33,7.4,4, 2
Paul Taylor,4.44,47,4.47,55,0.27,25,56,0.5,12, 4
Paulo Costa,8.43,57,6.84,53,0.0,0,80,0.0,15, 5
Paulo Filho,1.86,48,1.67,66,2.4,32,42,1.6,4, 5
Paulo Thiago,1.71,39,1.99,63,1.42,31,63,1.2,6, 7
Pawel Nastula,1.3,43,1.73,50,3.0,60,0,1.5,0, 0
Pedro Munhoz,5.29,42,6.17,57,0.92,21,81,1.1,15, 4
Pedro Rizzo,1.93,34,3.02,50,0.26,28,78,0.0,9, 10
Pete Sell,2.6,42,3.65,51,0.91,21,47,0.9,9, 2
Pete Spratt,1.63,48,1.33,55,0.3,100,46,0.3,15, 15
Pete Williams,0.61,62,2.77,40,1.84,40,16,0.9,0, 2
Peter Sobotta,2.17,39,2.89,59,1.76,35,77,0.6,8, 10
Petr Yan,5.65,46,3.15,67,1.73,53,87,0.2,15, 9
Phil Baroni,2.77,45,3.93,40,1.46,47,60,0.5,2, 9
Phil Davis,2.85,34,1.33,72,2.99,38,72,0.6,7, 11
Phil Harris,2.34,26,3.16,68,1.76,21,60,0.0,8, 8
Philip De Fries,2.3,47,3.0,37,3.29,42,100,0.6,4, 13
Phillipe Nover,1.79,35,2.48,56,0.99,28,44,0.7,6, 3
Piotr Hallmann,3.98,45,3.17,58,2.55,44,70,0.4,13, 8
Poliana Botelho,3.65,58,2.77,55,1.27,100,88,0.0,15, 15
Polo Reyes,6.0,37,5.52,59,0.0,0,46,0.0,13, 0
Polyana Viana,3.89,41,3.26,54,1.29,37,50,1.3,10, 5
Priscila Cachoeira,3.84,37,7.93,42,0.0,0,69,0.0,15, 0
Quinn Mulhern,1.48,28,2.09,51,1.36,20,33,0.0,6, 2
Rafael Dos Anjos,3.47,45,3.18,62,1.82,39,58,0.6,10, 7
Rafael Feijao,2.71,53,3.62,49,0.6,40,63,0.1,2, 9
Rafael Natal,3.1,47,2.48,57,2.55,34,77,0.5,3, 12
Rafaello Oliveira,2.19,33,3.38,59,2.49,36,11,1.6,3, 0
Ramazan Emeev,2.38,43,1.73,70,1.5,22,80,0.2,9, 10
Rameau Thierry Sokoudjou,2.26,45,2.61,56,1.93,47,78,0.9,6, 12
Rampage Jackson,3.25,54,2.51,55,1.52,56,73,0.1,13, 13
Ramsey Nijem,3.05,44,1.62,62,5.32,62,55,1.1,1, 15
Randa Markos,2.96,41,3.31,60,1.35,28,58,0.2,9, 7
Randy Brown,3.41,47,2.42,55,0.95,46,71,0.6,11, 12
Randy Couture,2.85,57,1.53,59,2.78,46,58,0.5,0, 12
Rani Yahya,1.59,36,1.74,50,2.86,32,24,2.0,3, 1
Raoni Barcelos,4.79,50,4.46,64,2.31,58,83,0.7,15, 10
Raphael Assuncao,3.32,41,2.35,68,1.54,38,80,0.3,11, 10
Raquel Pennington,3.32,46,3.21,63,1.13,27,67,0.8,10, 8
Rashad Coulter,4.82,56,6.68,50,0.0,0,62,0.0,14, 0
Rashad Evans,2.14,37,2.42,63,2.98,44,73,0.0,6, 13
Rashid Magomedov,4.4,49,3.05,54,0.67,57,89,0.2,15, 11
Ray Borg,1.36,52,1.68,46,4.26,51,50,1.1,0, 13
Renan Barao,3.78,36,3.9,57,1.49,41,91,0.5,13, 10
Renato Moicano,5.49,46,3.67,66,1.34,58,76,0.6,15, 9
Renato Sobral,2.23,45,1.53,57,2.48,42,65,2.6,4, 10
Renato Verissimo,0.92,48,1.87,47,1.46,30,50,2.5,4, 5
Renee Forte,2.08,32,2.12,63,2.32,58,66,0.0,7, 15
Renzo Gracie,1.71,41,1.67,55,1.13,20,40,0.8,6, 3
Reuben Duran,3.19,49,2.61,50,0.98,23,25,0.7,7, 0
Reza Madadi,2.51,46,3.31,66,3.17,33,89,0.5,4, 13
Ricardo Almeida,2.02,49,1.2,61,3.74,38,31,1.2,1, 1
Ricardo Arona,1.66,48,1.15,57,2.41,48,58,1.2,4, 9
Ricardo Funch,2.61,65,3.57,40,1.24,18,60,0.0,1, 10
Ricardo Lamas,2.88,45,2.66,59,1.63,32,47,1.0,8, 5
Ricardo Ramos,3.05,39,3.16,59,2.13,64,75,0.7,7, 15
Ricco Rodriguez,1.85,51,1.15,61,2.3,39,40,1.0,3, 5
Rich Attonito,2.28,47,2.13,59,0.74,37,75,0.0,10, 11
Rich Clementi,1.43,37,2.29,60,1.72,42,25,1.1,3, 2
Rich Franklin,4.1,44,2.07,62,1.31,66,63,0.7,12, 15
Richard Crunkilton,1.97,41,1.66,58,4.68,61,65,1.5,2, 15
Richard Walsh,3.84,46,2.72,58,1.55,40,66,0.2,12, 8
Richie Vaculik,3.69,46,4.09,57,3.0,45,31,1.0,0, 7
Rick Glenn,4.31,42,4.29,53,0.67,13,66,0.3,13, 2
Rick Story,3.8,41,2.17,62,2.53,48,63,0.9,9, 15
Ricky Simon,2.96,40,3.79,65,6.53,49,71,0.2,2, 15
Riki Fukuda,4.24,43,3.71,64,2.17,43,70,0.0,13, 8
Roan Carneiro,1.46,46,1.82,62,3.05,42,83,1.4,5, 12
Rob Emerson,2.5,30,2.83,64,2.02,52,65,0.4,8, 14
Rob Font,5.11,41,3.89,63,1.25,36,50,0.8,12, 5
Rob Kimmons,1.86,48,4.79,38,2.08,46,25,2.4,0, 4
Rob McCullough,2.47,36,2.84,59,0.46,100,68,0.0,15, 15
Rob Whiteford,2.33,46,1.99,62,1.9,30,45,0.0,7, 5
Robbie Lawler,3.57,45,4.16,60,0.71,66,65,0.0,12, 15
Robert Peralta,3.76,44,2.97,53,0.59,66,65,0.0,12, 15
Robert Whittaker,4.77,39,3.7,61,0.36,57,84,0.0,15, 10
Rodrigo Damm,3.5,36,5.61,57,0.44,16,80,0.3,15, 2
Rodrigo Gracie,1.34,51,0.86,46,1.49,50,75,0.4,4, 10
Roger Bowling,3.9,47,3.86,51,3.09,43,27,0.9,0, 7
Roger Gracie,1.78,35,1.79,61,1.87,53,60,1.9,5, 8
Roger Huerta,3.64,36,2.33,56,2.13,46,52,0.5,9, 15
Rogerio Nogueira,2.39,34,2.27,60,0.67,44,62,0.8,7, 8
Roland Delorme,2.28,44,4.32,40,2.51,34,42,1.6,1, 7
Rolando Dy,3.04,37,4.47,52,0.3,20,68,0.0,13, 2
Roman Zentsov,1.18,36,0.53,70,1.6,100,33,3.2,15, 15
Ron Stallings,3.22,60,3.26,51,0.0,0,71,0.0,11, 0
Ron Waterman,0.84,50,1.37,42,4.19,69,50,2.8,0, 14
Ronda Rousey,4.17,52,4.14,44,6.26,68,50,4.8,0, 15
Ronny Markes,2.17,53,2.43,45,3.13,40,100,0.5,4, 13
Rony Jason,2.04,44,3.14,53,0.59,30,36,0.8,7, 2
Roosevelt Roberts,2.87,46,2.35,50,1.84,63,58,0.5,10, 15
Rory MacDonald,3.75,42,2.8,62,1.77,47,88,0.4,13, 11
Rory Singer,2.55,39,2.42,63,0.39,25,64,0.8,8, 8
Rose Namajunas,3.95,42,3.88,59,2.17,55,46,0.9,10, 15
Ross Pearson,3.68,40,4.09,62,0.74,35,75,0.0,12, 9
Rousimar Palhares,1.75,51,2.04,59,3.93,45,0,4.1,0, 0
Roxanne Modafferi,3.06,31,4.8,54,1.45,21,41,0.1,9, 2
Roy Nelson,2.18,36,4.79,46,1.14,27,65,0.1,10, 3
Royce Gracie,0.88,41,1.13,37,0.0,0,66,0.8,9, 1
Russell Doane,1.75,40,1.68,53,2.11,45,52,0.8,4, 7
Rustam Khabilov,1.98,34,2.16,65,3.95,41,61,0.1,6, 11
Ryan Bader,2.82,43,1.39,71,3.37,44,80,0.4,4, 14
Ryan Benoit,2.8,40,3.18,60,0.2,16,64,0.2,11, 2
Ryan Couture,3.54,45,2.87,54,1.55,29,46,1.3,9, 5
Ryan Gracie,0.82,61,0.5,40,2.83,75,25,0.9,0, 2
Ryan Hall,2.32,43,0.96,75,0.31,16,0,0.9,5, 0
Ryan Janes,7.69,48,5.53,59,0.35,100,58,0.0,15, 15
Ryan Jensen,2.84,39,2.99,59,1.55,50,31,1.9,1, 5
Ryan Jimmo,3.12,66,2.77,46,0.45,28,87,0.0,12, 11
Ryan LaFlare,2.89,40,1.86,63,2.13,44,58,0.2,9, 14
Ryo Chonan,2.57,43,2.25,60,0.61,41,39,0.3,7, 5
Sabah Homasi,4.98,48,6.91,47,2.8,50,66,0.0,15, 7
Sage Northcutt,3.58,52,1.96,58,1.81,34,41,0.6,0, 9
Sam Alvey,3.05,44,3.2,55,0.09,16,82,0.1,13, 2
Sam Hoger,1.07,25,2.25,57,1.12,38,29,1.3,4, 2
Sam Sicilia,2.46,33,3.55,59,1.45,43,70,0.9,8, 9
Sam Stout,4.17,28,4.08,57,0.63,38,77,0.1,12, 9
Sammy Morgan,1.05,22,3.74,40,1.43,20,0,0.5,5, 0
Sanae Kikuta,0.7,45,0.9,52,1.6,63,25,1.8,0, 3
Santiago Ponzinibbio,4.27,39,4.02,64,0.54,44,60,0.0,12, 6
Saparbeg Safarov,4.03,48,2.96,47,2.52,41,33,0.0,0, 8
Sara McMann,2.39,46,1.86,47,4.51,63,66,0.6,1, 15
Sarah Kaufman,6.65,46,4.0,62,0.38,57,81,0.0,15, 8
Sarah Moras,2.04,41,3.17,44,0.91,23,37,1.1,7, 2
Satoshi Ishii,1.41,36,1.58,63,3.47,52,100,1.6,5, 13
Scott Askham,3.03,46,3.52,52,0.44,18,65,0.7,11, 2
Scott Holtzman,4.52,49,3.33,55,2.23,60,65,0.2,11, 15
Scott Jorgensen,3.37,40,3.41,65,2.61,45,59,0.7,8, 15
Scott Smith,1.86,27,5.94,50,0.13,6,58,0.4,15, 0
Sean O'Connell,5.46,48,6.77,45,0.0,0,30,0.5,12, 0
Sean Pierson,3.84,39,3.73,64,0.39,18,66,0.4,12, 2
Sean Sherk,2.17,35,2.71,55,4.09,46,56,0.4,2, 14
Sean Spencer,4.24,32,4.02,60,0.14,33,68,0.0,13, 4
Sean Strickland,4.34,35,3.62,64,1.37,57,81,0.5,14, 10
Seichi Ikemoto,2.59,32,3.74,57,1.23,26,60,0.0,8, 8
Semmy Schilt,1.2,50,1.31,53,0.0,0,47,1.1,8, 0
Seohee Ham,4.2,39,5.15,61,0.0,0,66,0.2,14, 0
Sergei Kharitonov,3.9,44,3.03,54,1.16,53,70,1.0,13, 12
Serghei Spivac,2.08,39,3.37,55,3.74,66,75,0.6,5, 15
Sergio Moraes,2.42,42,3.73,59,1.2,38,75,0.4,10, 10
Sergio Pettis,3.88,37,2.91,65,0.85,40,67,0.4,11, 8
Seth Baczynski,3.08,31,3.14,51,0.89,16,48,0.8,9, 2
Seth Petruzelli,2.17,41,2.08,55,0.46,50,47,2.3,4, 6
Shamar Bailey,1.56,20,3.91,69,1.5,33,37,0.0,6, 2
Shamil Abdurakhimov,2.45,44,2.45,58,1.23,24,47,0.2,8, 4
Shana Dobson,3.63,34,5.42,53,0.39,25,0,0.0,7, 0
Shane Burgos,7.09,50,5.34,62,0.36,100,90,0.2,15, 14
Shane Campbell,3.99,59,3.19,55,1.36,28,82,0.0,15, 7
Shane Carwin,4.38,47,3.53,53,1.42,33,42,0.0,11, 5
Shane del Rosario,3.93,60,2.97,54,1.2,40,16,2.4,0, 5
Shane Nelson,1.38,31,2.84,61,1.31,18,54,1.6,6, 4
Shane Roller,2.04,34,2.65,60,2.46,33,42,1.9,4, 4
Shannon Gugerty,1.25,39,1.88,58,2.13,27,50,3.4,4, 4
Shawn Jordan,2.87,50,3.3,47,1.97,38,76,0.1,2, 11
Shayna Baszler,2.49,30,6.36,51,0.67,18,44,1.3,10, 2
Sheymon Moraes,3.0,42,3.64,63,0.0,0,53,0.0,11, 0
Shinsho Anzai,3.23,58,3.75,45,1.83,16,75,0.0,12, 2
Shinya Aoki,0.97,58,1.25,58,2.54,41,60,4.0,4, 10
Shonie Carter,1.62,36,2.32,47,0.75,66,75,0.0,7, 15
Shungo Oyama,0.64,25,1.96,57,1.07,57,62,0.5,6, 8
Sijara Eubanks,4.77,39,3.42,58,2.0,44,63,0.0,13, 7
Siyar Bahadurzada,2.91,40,3.23,49,1.32,61,62,0.3,11, 15
Soa Palelei,2.47,57,2.68,48,2.2,47,66,0.0,2, 11
Sodiq Yusuff,6.1,49,4.06,58,0.0,0,72,0.3,15, 4
Song Yadong,3.54,38,2.74,62,0.97,100,66,0.7,15, 15
Spencer Fisher,3.17,43,3.03,64,0.67,30,60,0.8,10, 7
Stanislav Nedkov,3.33,43,5.39,43,2.77,41,0,0.0,1, 0
Stefan Struve,3.13,47,4.0,46,0.58,50,55,1.7,2, 8
Stephan Bonnar,2.76,38,3.01,52,1.32,40,60,1.0,8, 7
Stephen Thompson,3.93,44,2.73,59,0.36,45,78,0.0,12, 11
Steve Berger,1.0,27,3.26,36,0.84,40,16,1.7,4, 1
Steve Cantwell,3.63,34,5.76,55,0.65,30,80,0.7,15, 2
Steven Peterson,4.65,35,5.89,56,2.02,28,75,0.4,15, 4
Steven Siler,3.21,41,2.96,54,0.47,21,55,1.6,10, 3
Stevie Ray,3.73,44,2.93,54,0.75,46,55,0.6,11, 6
Stipe Miocic,4.95,52,3.69,56,2.2,37,73,0.0,15, 7
Sultan Aliev,1.41,45,2.2,56,1.76,38,100,0.0,5, 12
Syuri Kondo,5.4,44,7.22,58,0.0,0,83,0.3,15, 0
Tae Hyun Bang,2.72,38,2.07,66,0.49,33,57,0.5,8, 7
Tai Tuivasa,4.09,48,3.54,51,0.0,0,42,0.0,10, 0
Takafumi Otsuka,1.29,27,2.12,67,1.64,27,65,0.0,7, 9
Takanori Gomi,3.81,41,3.52,60,1.23,65,63,0.8,12, 15
